PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-20-21-9,38,BarChart - white,3.1176832,0.3344507,0.42
2014-11-20-21-9,39,BarChart - all same color,2.8027112,0.23147497,0.3
2014-11-20-21-9,40,BarChart - all same color,2.7618294,0.5234244,0.59
2014-11-20-21-9,41,BarChart - white,1.4960896,0.06304229,0.09
2014-11-20-21-9,42,BarChart - mark w/color,2.9740813,0.5426744,0.62
2014-11-20-21-9,43,BarChart - all different color,1.9101635,0.4836648,0.52
2014-11-20-21-9,44,BarChart - mark w/color,1.1553261,0.06897654,0.09
2014-11-20-21-9,45,BarChart - all different color,3.432931,0.9067479,0.8
2014-11-20-21-9,46,BarChart - all different color,3.0187137,0.52020556,0.6
2014-11-20-21-9,47,BarChart - mark w/color,1.5085305,0.962798,0.99
2014-11-20-21-9,48,BarChart - mark w/color,3.2749968,0.3344507,0.43
2014-11-20-21-9,49,BarChart - white,0.8868855,0.0127582,0.03
2014-11-20-21-9,50,BarChart - mark w/color,0.4374961,0.18770748,0.2
2014-11-20-21-9,51,BarChart - all same color,1.2114632,0.34809276,0.37
2014-11-20-21-9,52,BarChart - mark w/color,3.6335201,0.60285765,0.48
2014-11-20-21-9,53,BarChart - white,1.5782454,0.58138937,0.61
2014-11-20-21-9,54,BarChart - all same color,0.3073762,0.9588755,0.97
2014-11-20-21-9,55,BarChart - white,2.7776952,0.5426744,0.61
2014-11-20-21-9,56,BarChart - all same color,-1.1904169,0.116868235,0.12
2014-11-20-21-9,57,BarChart - white,1.2114632,0.34809276,0.37
2014-11-20-21-9,58,BarChart - all same color,1.7926307,0.1966054,0.23
2014-11-20-21-9,59,BarChart - all same color,3.0528922,0.6282626,0.71
2014-11-20-21-9,60,BarChart - all different color,2.1584854,0.1966054,0.24
2014-11-20-21-9,61,BarChart - all different color,3.3300257,0.37068713,0.47
2014-11-20-21-9,62,BarChart - mark w/color,3.1789198,0.37068713,0.46
2014-11-20-21-9,63,BarChart - all different color,3.1663141,0.23147497,0.32
2014-11-20-21-9,64,BarChart - all different color,1.6903485,0.06897654,0.1
2014-11-20-21-9,65,BarChart - all same color,2.5436373,0.8370557,0.78
2014-11-20-21-9,66,BarChart - all same color,1.2671716,0.82281893,0.8
2014-11-20-21-9,67,BarChart - white,0.356165,0.9815502,0.97
2014-11-20-21-9,68,BarChart - white,2.0117393,0.7109232,0.75
2014-11-20-21-9,69,BarChart - mark w/color,-0.09807912,0.34809276,0.34
2014-11-20-21-9,70,BarChart - all different color,1.1406535,0.9692019,0.99
2014-11-20-21-9,71,BarChart - white,-1.8756921,0.23147497,0.23
2014-11-20-21-9,72,BarChart - all same color,2.0201597,0.37068713,0.41
2014-11-20-21-9,73,BarChart - white,1.9422735,0.82281893,0.86
2014-11-20-21-9,74,BarChart - mark w/color,1.1406535,0.9692019,0.99
2014-11-20-21-9,75,BarChart - white,0.9408397,0.38205355,0.4
2014-11-20-21-9,76,BarChart - all different color,0.3073762,0.9588755,0.97
2014-11-20-21-9,77,BarChart - white,-0.3007618,0.116868235,0.11
2014-11-20-21-9,78,BarChart - white,-1.1063726,0.1966054,0.2
2014-11-20-21-9,79,BarChart - mark w/color,-1.1063726,0.1966054,0.2
2014-11-20-21-9,80,BarChart - white,1.6903485,0.06897654,0.1
2014-11-20-21-9,81,BarChart - mark w/color,2.6866522,0.116868235,0.18
2014-11-20-21-9,82,BarChart - all different color,1.9422735,0.82281893,0.86
2014-11-20-21-9,83,BarChart - mark w/color,-1.0247891,0.4836648,0.48
2014-11-20-21-9,84,BarChart - mark w/color,2.8287213,0.52020556,0.59
2014-11-20-21-9,85,BarChart - all different color,2.803248,0.828551,0.76
2014-11-20-21-9,86,BarChart - all different color,2.1224248,0.18770748,0.23
2014-11-20-21-9,87,BarChart - all different color,0.8934073,0.5426744,0.56
2014-11-20-21-9,88,BarChart - mark w/color,0.9855727,0.828551,0.81
2014-11-20-21-9,89,BarChart - mark w/color,0.356165,0.9815502,0.97
2014-11-20-21-9,90,BarChart - all same color,0.8868855,0.0127582,0.03
2014-11-20-21-9,91,BarChart - white,1.3468084,0.7758151,0.8
2014-11-20-21-9,92,BarChart - white,3.1932635,0.32978222,0.42
2014-11-20-21-9,93,BarChart - all same color,1.6343356,0.52020556,0.55
2014-11-20-21-9,94,BarChart - white,1.9974892,0.07131955,0.11
2014-11-20-21-9,95,BarChart - mark w/color,1.9422735,0.82281893,0.86
2014-11-20-21-9,96,BarChart - all different color,-0.3007618,0.116868235,0.11
2014-11-20-21-9,97,BarChart - white,-1.4971546,0.18770748,0.19
2014-11-20-21-9,98,BarChart - mark w/color,1.4853177,0.9067479,0.88
2014-11-20-21-9,99,BarChart - all same color,0.47762042,0.5426744,0.53
2014-11-20-21-9,100,BarChart - mark w/color,1.9974892,0.07131955,0.11
2014-11-20-21-9,101,BarChart - all different color,3.8179529,0.32978222,0.19
2014-11-20-21-9,102,BarChart - all same color,2.9854357,0.38205355,0.46
2014-11-20-21-9,103,BarChart - all different color,-0.3537296,0.5234244,0.53
2014-11-20-21-9,104,BarChart - all same color,1.581614,0.07131955,0.1
2014-11-20-21-9,105,BarChart - mark w/color,2.5436373,0.8370557,0.78
2014-11-20-21-9,106,BarChart - all different color,3.1176832,0.3344507,0.42
2014-11-20-21-9,107,BarChart - mark w/color,3.4785547,0.32978222,0.44
2014-11-20-21-9,108,BarChart - all same color,0.7710521,0.7758151,0.76
2014-11-20-21-9,109,BarChart - white,1.1406535,0.9692019,0.99
2014-11-20-21-9,110,BarChart - white,3.1374688,0.9067479,0.82
2014-11-20-21-9,111,BarChart - all different color,2.2985544,0.38205355,0.43
2014-11-20-21-9,112,BarChart - white,2.6098597,0.52020556,0.58
2014-11-20-21-9,113,BarChart - mark w/color,2.2692637,0.06304229,0.11
2014-11-20-21-9,114,BarChart - mark w/color,1.5909839,0.9588755,0.93
2014-11-20-21-9,115,BarChart - all different color,-1.8363994,0.9815502,0.98
2014-11-20-21-9,116,BarChart - all same color,2.3313267,0.7109232,0.76
2014-11-20-21-9,117,BarChart - mark w/color,2.3313267,0.7109232,0.76
2014-11-20-21-9,118,BarChart - all different color,2.3313267,0.7109232,0.76
2014-11-20-21-9,119,BarChart - all different color,2.3313267,0.7109232,0.76
